,ID,Approved
3795,APPF20995872527,1
3796,APPG10205497627,1
3797,APPJ50189598944,0
3798,APPK60673332018,1
3799,APPL10440126145,0
3800,APPM90835185212,0
3801,APPO80678276407,1
3802,APPP20686299511,0
3803,APPQ30144764644,1
3804,APPR40531666747,0
3805,APPS80878857822,0
3806,APPT30821231903,1
3807,APPU10248459003,1
3808,APPV40605876125,1
3809,APPX60511916338,0
3810,APPZ50870779533,1
3811,APPA10341865605,1
3812,APPB40350744705,0
3813,APPC50448366838,0
3814,APPD50048791948,1
3815,APPE30571549007,0
3816,APPF60250015119,1
3817,APPG10598226245,0
3818,APPI40517179429,1
3819,APPJ70275314507,0
3820,APPK10734436623,1
3821,APPM60510375819,0
3822,APPN80566384905,0
3823,APPO10019495001,0
3824,APPP10045978114,0
3825,APPQ40129558244,0
3826,APPR10176277311,0
3827,APPT10440321501,0
3828,APPV90992883706,1
3829,APPW80876528812,0
3830,APPX80116071911,1
3831,APPY40844021012,0
3832,APPZ20994075105,0
3833,APPA90868712229,0
3834,APPB10027692307,0
3835,APPC10817687446,0
3836,APPD50185704504,1
3837,APPE40535326615,0
3838,APPG90687404846,1
3839,APPH60799302907,0
3840,APPI20700487001,0
3841,APPJ30849569105,1
3842,APPL90865956342,0
3843,APPM30176505419,1
3844,APPN70701104508,0
3845,APPO30097239615,0
3846,APPP60000832701,1
3847,APPQ70522004814,1
3848,APPS70301997003,1
3849,APPT40384679126,1
3850,APPU60216453233,0
3851,APPV50887963326,0
3852,APPW90576305439,1
3853,APPX20600814519,1
3854,APPY20349513624,0
3855,APPZ90887064748,1
3856,APPA90179024837,0
3857,APPC80283027022,1
3858,APPD30093491134,1
3859,APPE40225087241,1
3860,APPF70414135304,1
3861,APPH80009203532,1
3862,APPI90145119628,0
3863,APPJ90806501718,0
3864,APPK30466582849,1
3865,APPL60068094908,0
3866,APPM50614763023,1
3867,APPO40697257246,0
3868,APPP90633188345,0
3869,APPR40314107505,0
3870,APPT40109892735,1
3871,APPU80301874806,1
3872,APPW80863058024,0
3873,APPX20264488114,1
3874,APPY20287179225,0
3875,APPZ80868006329,0
3876,APPA80892639404,1
3877,APPB20349001542,0
3878,APPC50964957617,1
3879,APPD20248392715,0
3880,APPE80847596819,1
3881,APPG80204998033,1
3882,APPI70300204228,1
3883,APPJ90308647307,0
3884,APPK10972538441,1
3885,APPL70982423549,1
3886,APPO20940386824,0
3887,APPQ70979061034,0
3888,APPR20692241132,0
3889,APPS20850194218,0
3890,APPT10847578322,0
3891,APPU10823845437,1
3892,APPW10170685615,0
3893,APPX70195214706,0
3894,APPY30261183829,0
3895,APPA50690294032,1
3896,APPC30777693234,0
3897,APPD40916356341,0
3898,APPE20685352406,0
3899,APPG50390624649,0
3900,APPH20706595706,1
3901,APPJ50344432934,1
3902,APPK50841567036,1
3903,APPL40714548142,1
3904,APPM40279148237,1
3905,APPN90283362315,0
3906,APPQ20417543608,1
3907,APPR30637508726,1
3908,APPS90520464839,1
3909,APPT30539652908,1
3910,APPU60524071007,0
3911,APPW50948072221,0
3912,APPX90573661339,0
3913,APPY20980628443,1
3914,APPB30712064716,1
3915,APPC40479108817,0
3916,APPD50851179939,1
3917,APPE60421345016,1
3918,APPF30145869131,0
3919,APPG40063548242,0
3920,APPH70533518348,0
3921,APPI40983488401,1
3922,APPJ80361424523,0
3923,APPN10999515928,1
3924,APPO60562355005,1
3925,APPQ90646177247,1
3926,APPT30802639526,0
3927,APPU70849138648,1
3928,APPV40936342741,1
3929,APPW70234834824,0
3930,APPY10547202048,1
3931,APPZ10682739109,1
3932,APPA30194812238,0
3933,APPB90111445316,1
3934,APPC80629653417,0
3935,APPD50446884526,0
3936,APPE20691935648,0
3937,APPF70342315706,1
3938,APPG40228895824,1
3939,APPH10219481916,1
3940,APPI40979209049,1
3941,APPJ20320194124,0
3942,APPL40691406301,0
3943,APPM30857821426,1
3944,APPN40209046503,0
3945,APPO90696841611,0
3946,APPP60000598736,0
3947,APPQ40908249845,1
3948,APPR60227414912,1
3949,APPS50048416005,1
3950,APPU10821202214,1
3951,APPV60577201308,0
3952,APPW50005939428,0
3953,APPX80993234505,0
3954,APPY20290941612,0
3955,APPZ10107702723,1
3956,APPA10884435849,0
3957,APPB50426277902,1
3958,APPD70929504147,0
3959,APPF60595057324,0
3960,APPG10755089433,1
3961,APPH10871387524,0
3962,APPI10323109617,0
3963,APPJ90097825729,1
3964,APPK10063506842,1
3965,APPL90070811912,0
3966,APPM80262068036,0
3967,APPN40950851119,1
3968,APPO30786667208,1
3969,APPP90849359346,1
3970,APPR70184106515,1
3971,APPS60127125649,1
3972,APPT90792333729,0
3973,APPU40434765839,1
3974,APPV40050962942,0
3975,APPW50177168036,1
3976,APPX60403931111,0
3977,APPY90564304241,1
3978,APPZ70431856311,0
3979,APPA80122241413,0
3980,APPB30920268544,0
3981,APPC90008904645,0
3982,APPD50428633724,1
3983,APPE40022059844,0
3984,APPG60563262033,1
3985,APPH30175866125,0
3986,APPI60331774214,1
3987,APPK10576916402,1
3988,APPN60388018701,1
3989,APPO80061166827,1
3990,APPQ40164255034,1
3991,APPR10291441103,0
3992,APPS30293271214,0
3993,APPT10984097327,1
3994,APPU60752279419,0
3995,APPX60826487728,1
3996,APPY80233024817,1
3997,APPZ30041379942,0
3998,APPA70351197018,1
3999,APPB60733038134,1
4000,APPC30681229246,0
4001,APPD30278117302,1
4002,APPE40910658408,0
4003,APPF70772938522,1
4004,APPG80911832606,1
4005,APPH80222797707,1
4006,APPI40848468803,0
4007,APPJ20085421913,1
4008,APPK20426535028,1
4009,APPL70368764138,1
4010,APPM40653178205,1
4011,APPN90546793317,1
4012,APPO20320762403,0
4013,APPP20817518547,1
4014,APPR40220748744,1
4015,APPT50670622946,1
4016,APPU80516665045,0
4017,APPW50193847216,0
4018,APPX50621199329,1
4019,APPA40216168629,1
4020,APPB60971043707,0
4021,APPC40171031839,0
4022,APPD80937417909,0
4023,APPF70021131146,0
4024,APPG50877123206,1
4025,APPH70332509309,1
4026,APPI90954784447,1
4027,APPJ40499745534,1
4028,APPK80420855639,0
4029,APPM20995028828,0
4030,APPN80298028942,0
4031,APPO90685474002,1
4032,APPP50130106148,1
4033,APPQ30634774218,0
4034,APPR80127852343,1
4035,APPS50536454408,0
4036,APPT70857943504,1
4037,APPU30705667602,0
4038,APPV70523757743,0
4039,APPW50415147808,1
4040,APPX80827211932,1
4041,APPY90263373015,1
4042,APPZ60807369137,0
4043,APPA40460881214,1
4044,APPB50258791331,1
4045,APPC80646268442,0
4046,APPE40435199639,1
4047,APPG30522225816,0
4048,APPK40608632242,0
4049,APPL30769791324,1
4050,APPM20538078411,0
4051,APPN80306277546,0
4052,APPO80508791614,0
4053,APPP90682133712,1
4054,APPQ50225254831,1
4055,APPR60568202928,1
4056,APPS90855529047,0
4057,APPT60496182108,0
4058,APPV70366604309,1
4059,APPW90073091417,0
4060,APPX60338187508,0
4061,APPY50187523629,1
4062,APPZ40317087709,1
4063,APPA80921128818,1
4064,APPB60673654946,1
4065,APPC20048469004,0
4066,APPD20309019125,1
4067,APPE50086141242,0
4068,APPF90007548309,1
4069,APPG10293613417,1
4070,APPH40379025522,0
4071,APPJ30290923748,0
4072,APPK30843825806,1
4073,APPL90237783908,1
4074,APPM20855399023,1
4075,APPN10788746142,0
4076,APPO70908576237,0
4077,APPP40966931326,1
4078,APPQ50875711404,1
4079,APPR80634884518,1
4080,APPS80030143638,0
4081,APPT90922433747,1
4082,APPU30762479818,0
4083,APPV20902539928,1
4084,APPW50104739034,0
4085,APPX30522414106,1
4086,APPY50864453242,1
4087,APPZ30634368315,1
4088,APPA40174102434,0
4089,APPB30791199501,1
4090,APPC50815957615,1
4091,APPE60399887821,1
4092,APPF60059906903,1
4093,APPG70817294031,0
4094,APPI90149025242,0
4095,APPJ50502926339,0
4096,APPK40657694414,1
4097,APPL80750428524,1
4098,APPM70281903616,0
4099,APPN40246702734,0
4100,APPO60249158806,0
4101,APPR70497538101,1
4102,APPS70554917205,0
4103,APPT20869985334,0
4104,APPU10860461408,0
4105,APPV40763609527,1
4106,APPW30400858617,1
4107,APPX20559064714,1
4108,APPZ90023617903,1
4109,APPB10745118101,1
4110,APPC10619668212,0
4111,APPD80550989305,0
4112,APPE90649541424,0
4113,APPF30891897519,0
4114,APPG20296671615,0
4115,APPI20594804802,0
4116,APPJ60814979926,0
4117,APPK80557327038,0
4118,APPL20401701146,1
4119,APPN40467807329,1
4120,APPP70662313547,0
4121,APPQ50859275602,1
4122,APPR80885833717,0
4123,APPS20904704802,1
4124,APPT10161822934,1
4125,APPV70089962121,1
4126,APPY60634546425,1
4127,APPZ90952352524,0
4128,APPA10900333634,0
4129,APPC80747966813,1
4130,APPD90250224937,1
4131,APPE20525998003,0
4132,APPG10561724217,0
4133,APPH50082667326,0
4134,APPI10555707417,1
4135,APPJ70328077532,1
4136,APPK90166938641,0
4137,APPM30082732823,0
4138,APPN70212603941,1
4139,APPO80299209046,1
4140,APPP70180293142,0
4141,APPS60834063413,1
4142,APPT10965444517,0
4143,APPU60312569623,0
4144,APPV10262986715,0
4145,APPW70506823816,1
4146,APPX80822907932,1
4147,APPZ70105042132,0
4148,APPB30476965307,1
4149,APPC70791458443,1
4150,APPD90052367507,0
4151,APPE70765656629,0
4152,APPF90745354748,1
4153,APPG70231193815,1
4154,APPH40602531902,0
4155,APPI30178425041,1
4156,APPJ10202212148,0
4157,APPK50604821214,0
4158,APPL50227253315,0
4159,APPM90720643437,1
4160,APPN50782934537,0
4161,APPO50233122628,1
4162,APPP20891976749,1
4163,APPR10648651936,1
4164,APPT10474189133,0
4165,APPU50222994234,1
4166,APPV50023897346,0
4167,APPW50825029401,0
4168,APPX70926192502,1
4169,APPY70294539624,0
4170,APPZ50207101738,0
4171,APPA80313502809,1
4172,APPB40916418931,0
4173,APPC30999668006,1
4174,APPE10203906223,1
4175,APPH50484765504,1
4176,APPI80237914636,0
4177,APPJ10310847737,0
4178,APPK70735863823,0
4179,APPL90899199928,1
4180,APPM30168724005,0
4181,APPO40961627205,1
4182,APPP90690064329,0
4183,APPQ30379938443,1
4184,APPR80857415522,0
4185,APPS60274018604,0
4186,APPT70108251725,1
4187,APPU80487393803,0
4188,APPV20595526906,0
4189,APPW50222878017,0
4190,APPX50607966124,0
4191,APPY90897109228,0
4192,APPZ10063217313,0
4193,APPA70463999408,0
4194,APPB80185038531,0
4195,APPC50776546609,0
4196,APPD60694562723,0
4197,APPE60996972804,0
4198,APPF20931474948,1
4199,APPG40600524047,1
4200,APPI70724876219,1
4201,APPJ20508688305,0
4202,APPK20231004443,0
4203,APPL10619678528,0
4204,APPM20384497605,0
4205,APPN60560085737,0
4206,APPO90630719819,1
4207,APPP80655068942,1
4208,APPQ20233933002,1
4209,APPR40271214145,0
4210,APPS20042939224,1
4211,APPT20371181304,0
4212,APPW70659167622,1
4213,APPX10826731712,0
4214,APPY90780107829,0
4215,APPZ30124057941,1
4216,APPA30108834004,1
4217,APPB60261582124,1
4218,APPC60000508231,1
4219,APPD30898863305,1
4220,APPF50711598519,1
4221,APPG10263024644,0
4222,APPH10760367735,0
4223,APPJ80495311947,1
4224,APPK70895933048,0
4225,APPN70267352323,1
4226,APPP80465575528,1
4227,APPQ80888046613,0
4228,APPR60654174721,0
4229,APPS40300481814,1
4230,APPV70407325148,1
4231,APPW10101466237,1
4232,APPY40976021417,0
4233,APPZ90045288519,1
4234,APPA50743012621,0
4235,APPD10598382936,1
4236,APPF10818159104,1
4237,APPG90688505233,1
4238,APPH50874144332,0
4239,APPI70471887444,0
4240,APPJ80164095507,1
4241,APPK30678114619,1
4242,APPM50939516845,0
4243,APPN10248721931,0
4244,APPO80629405016,0
4245,APPP20698813142,1
4246,APPQ10068681206,0
4247,APPR60338006313,0
4248,APPS20103313429,0
4249,APPT90492326521,0
4250,APPU90033895627,0
4251,APPV10290877734,1
4252,APPW90628862822,1
4253,APPX20234199939,0
4254,APPZ50295017145,1
4255,APPA10797183248,0
4256,APPC60492625429,1
4257,APPD20085996535,1
4258,APPG10144384838,1
4259,APPH30646857949,1
4260,APPI90137249023,1
4261,APPJ10565705132,0
4262,APPK70623365201,0
4263,APPL80225378338,1
4264,APPM20871977413,1
4265,APPN30931988541,0
4266,APPO90933966613,1
4267,APPP20779372724,0
4268,APPQ10095069836,1
4269,APPT90037637142,0
4270,APPU50482822239,0
4271,APPV70686259327,1
4272,APPW40161529401,1
4273,APPX90008317507,1
4274,APPZ50269086732,0
4275,APPA80375747813,0
4276,APPB60184726941,0
4277,APPC50522135035,1
4278,APPD20380025138,0
4279,APPE50004035228,1
4280,APPF40247642316,1
4281,APPG90291466435,1
4282,APPJ80042458749,0
4283,APPK40968435822,1
4284,APPL30367428938,1
4285,APPO20025367249,1
4286,APPP70155009344,0
4287,APPQ20795638415,1
4288,APPS80011786607,0
4289,APPT70639506714,1
4290,APPU10793389825,1
4291,APPV70027674943,0
4292,APPW50536701008,1
4293,APPX20864275124,0
4294,APPZ50883593335,0
4295,APPA10467204438,0
4296,APPB50475765531,0
4297,APPC10630628647,0
4298,APPD70034427716,0
4299,APPE10351433835,1
4300,APPF80952148946,0
4301,APPG70148956001,0
4302,APPH10964083136,0
4303,APPJ20075102312,0
4304,APPL50422506527,1
4305,APPM30101512618,0
4306,APPN10401194748,1
4307,APPO60760001836,1
4308,APPR50563553123,1
4309,APPT20978053321,1
4310,APPU10324453445,1
4311,APPV60337278548,1
4312,APPW40709335627,1
4313,APPY60738273804,1
4314,APPZ30591736922,0
4315,APPA50974235036,1
4316,APPB60196991139,0
4317,APPC50233759215,1
4318,APPD40380185311,0
4319,APPE70922822426,1
4320,APPF80365843518,0
4321,APPG60086443609,1
4322,APPH10016277724,0
4323,APPJ30804511941,0
4324,APPL80163256124,0
4325,APPM30148035204,0
4326,APPN50885942301,0
4327,APPO90541629435,1
4328,APPP90359663524,0
4329,APPQ90213351606,1
4330,APPR20036371719,1
4331,APPS80336637841,1
4332,APPT40870646934,1
4333,APPU20479594017,0
4334,APPV40563061126,0
4335,APPY90578548439,1
4336,APPB50145077715,1
4337,APPC10845719818,1
4338,APPF50500828116,0
4339,APPG60587443246,0
4340,APPH50097118341,1
4341,APPI10609122447,1
4342,APPL50073184734,0
4343,APPN10287227935,0
4344,APPO20254311046,1
4345,APPQ70157533202,0
4346,APPR80469263325,1
4347,APPS40411785433,0
4348,APPT20031158507,0
4349,APPU40340359637,0
4350,APPV20444358703,1
4351,APPW30065539838,0
4352,APPX40051024906,0
4353,APPY90329132036,1
4354,APPZ50866137138,0
4355,APPA30409755222,0
4356,APPB80893308334,1
4357,APPC60921814418,1
4358,APPE40628789612,1
4359,APPF40344803729,0
4360,APPG90316877839,0
4361,APPH30497012914,0
4362,APPI80938582019,0
4363,APPJ20618576144,1
4364,APPK60949198217,1
4365,APPM70191534405,1
4366,APPN70361252521,0
4367,APPP90636784709,1
4368,APPS50759185029,0
4369,APPT40372044119,1
4370,APPU40607804237,1
4371,APPV30345036318,1
4372,APPW30349346434,0
4373,APPX30146593504,0
4374,APPY70220156631,0
4375,APPA60522589819,1
4376,APPB70863485919,1
4377,APPC80293173036,1
4378,APPD90396708121,1
4379,APPE50647278205,1
4380,APPF50179438326,1
4381,APPG30146642442,0
4382,APPH20851792548,0
4383,APPI40846661601,0
4384,APPJ70628317712,1
4385,APPK80240338814,1
4386,APPL20411697923,1
4387,APPN80978264126,0
4388,APPO50306041226,1
4389,APPT90440509715,0
4390,APPU50833255842,1
4391,APPV80456687924,0
4392,APPX40505756126,1
4393,APPY30906435206,1
4394,APPZ80389107337,1
4395,APPA10773984439,0
4396,APPD40310572736,1
4397,APPE20887372813,1
4398,APPF60695281932,1
4399,APPH80599117136,0
4400,APPI90142797202,0
4401,APPJ30863189333,0
4402,APPK20250395402,1
4403,APPL30472724538,1
4404,APPM70252654606,1
4405,APPN70045013726,0
4406,APPO70270027825,0
4407,APPP20165512942,1
4408,APPQ60145472013,1
4409,APPR80576329125,1
4410,APPS20557253202,1
4411,APPT40767113301,1
4412,APPU30230809408,1
4413,APPV20671874546,1
4414,APPW40439656649,0
4415,APPX20598935728,0
4416,APPY30136533817,0
4417,APPZ40320161903,0
4418,APPB10810261127,0
4419,APPC70588078203,1
4420,APPE80059883428,0
4421,APPF70413446513,1
4422,APPG30914845643,0
4423,APPH30323226746,0
4424,APPI90109483808,1
4425,APPJ40770014932,0
4426,APPK60731781031,0
4427,APPL10110433137,1
4428,APPM60192451248,0
4429,APPN70127819313,1
4430,APPO40670813448,0
4431,APPQ10620768638,1
4432,APPS80057528833,1
4433,APPW80239141221,1
4434,APPX30417998313,1
4435,APPA20950527637,1
4436,APPB40030164742,0
4437,APPC20853059814,1
4438,APPD10846505947,1
4439,APPE10975265005,1
4440,APPF60919029125,1
4441,APPG60581483226,0
4442,APPH20143685301,1
4443,APPJ30740479545,1
4444,APPL70619907726,0
4445,APPM30070937833,1
4446,APPN60939704934,0
4447,APPO80613744012,0
4448,APPP80650346125,0
4449,APPQ80673058218,0
4450,APPR70188017305,0
4451,APPS10634131418,0
4452,APPT80114167517,1
4453,APPU70276373605,1
4454,APPV60637824721,0
4455,APPW30682191825,1
4456,APPZ10742387114,1
4457,APPA20842502246,1
4458,APPB40596709332,0
4459,APPC90460901412,0
4460,APPD80812273545,0
4461,APPF30959689739,1
4462,APPG60263873846,0
4463,APPH50302083923,0
4464,APPI90868019013,1
4465,APPJ30992948124,0
4466,APPK20259049238,0
4467,APPL90409395319,1
4468,APPM40124045419,0
4469,APPN40084602529,1
4470,APPO70455778607,1
4471,APPQ70063452827,1
4472,APPR10444013912,0
4473,APPS20542158017,0
4474,APPT80604456104,1
4475,APPU80247799228,0
4476,APPV70278994312,0
4477,APPX60800809514,0
4478,APPB10216501936,1
4479,APPC70626475028,1
4480,APPD60258584109,1
4481,APPF20254493335,1
4482,APPG90903085423,1
4483,APPI80618193615,0
4484,APPK40851691838,0
4485,APPL90293771914,1
4486,APPN20765131124,1
4487,APPO60545677219,1
4488,APPQ70533679422,1
4489,APPS50917435636,0
4490,APPU50291862803,1
4491,APPV90569798947,1
4492,APPW90793378022,1
4493,APPX50489287101,0
4494,APPY70364154206,1
4495,APPZ40995807346,0
4496,APPA80837128448,1
4497,APPC40385343632,0
4498,APPD80208402742,0
4499,APPE40754829835,1
4500,APPF90620201918,1
4501,APPI10270108225,1
4502,APPJ50256966336,1
4503,APPK30164511436,1
4504,APPL30001591511,0
4505,APPM60339319623,0
4506,APPN10043924722,1
4507,APPO80301388831,0
4508,APPP20860791905,0
4509,APPQ80171257033,1
4510,APPR40446294124,1
4511,APPS40389456245,1
4512,APPT90267459332,0
4513,APPU80864845442,1
4514,APPV30568181549,1
4515,APPW90537331631,1
4516,APPY40523469821,1
4517,APPZ60001911918,0
4518,APPA70038346046,0
4519,APPB50047585131,0
4520,APPC10037514243,1
4521,APPD40502006318,0
4522,APPE30510341414,0
4523,APPG60907913614,1
4524,APPH70321163746,0
4525,APPI40441081845,0
4526,APPJ90610115901,0
4527,APPK60359885008,1
4528,APPL30670537128,1
4529,APPM90574563248,0
4530,APPN90882016319,1
4531,APPP30219235537,0
4532,APPQ60507421608,0
4533,APPR40467321704,0
4534,APPS20100842845,1
4535,APPU40754787037,0
4536,APPV10373878122,1
4537,APPW20731356203,1
4538,APPX10812021321,1
4539,APPY40686963439,1
4540,APPZ70162426548,1
4541,APPA20368383615,1
4542,APPD40332498924,0
4543,APPE10070963022,0
4544,APPF80632524131,1
4545,APPI40097296422,0
4546,APPJ70288628543,1
4547,APPK20418197626,1
4548,APPL80964302724,1
4549,APPM40193248836,0
4550,APPO40633488034,1
4551,APPP30486146112,1
4552,APPQ80099451229,0
4553,APPR90491796304,0
4554,APPU30196845647,0
4555,APPV80726409734,1
4556,APPY70321308038,0
4557,APPZ90756934141,1
4558,APPB60553507326,0
4559,APPC70238796424,0
4560,APPE30998081642,0
4561,APPF70098535734,0
4562,APPG10158181831,1
4563,APPI40164676018,1
4564,APPJ10923049133,1
4565,APPO10418549645,0
4566,APPP50289189723,1
4567,APPQ30445627844,1
4568,APPR70348056908,0
4569,APPS50448069042,1
4570,APPW80718145441,1
4571,APPX30016137505,0
4572,APPY60025442637,1
4573,APPZ60038391745,1
4574,APPB80206451935,1
4575,APPC50578779049,0
4576,APPD60515946116,1
4577,APPF40032966345,1
4578,APPG50980319429,0
4579,APPH80538902503,0
4580,APPI60977688624,0
4581,APPJ20795205716,0
4582,APPK40212418832,1
4583,APPL60790633908,1
4584,APPM20148751023,1
4585,APPN80597832123,0
4586,APPO80422088227,1
4587,APPP30338563329,1
4588,APPR90450568546,1
4589,APPS70624125634,0
4590,APPT10631172704,0
4591,APPU40243471847,0
4592,APPV70644918902,0
4593,APPX20297027129,1
4594,APPY70999154233,0
4595,APPZ30938389344,1
4596,APPA60842091402,1
4597,APPC10348155642,1
4598,APPD70154434736,0
4599,APPE20408135828,0
4600,APPF90206275926,0
4601,APPG40230289006,0
4602,APPH80904717146,0
4603,APPI70657091214,1
4604,APPJ80015988306,1
4605,APPK60518528415,0
4606,APPL60000495542,1
4607,APPM30454088622,1
4608,APPO20443559836,1
4609,APPP50517103935,1
4610,APPQ10664174034,0
4611,APPS70127261232,1
4612,APPT90485289341,0
4613,APPU40464095436,1
4614,APPV40095952511,0
4615,APPW90970856612,0
4616,APPX60328873736,0
4617,APPY20587318836,0
4618,APPZ80698553921,1
4619,APPC10445979206,0
4620,APPE80331071433,1
4621,APPG30777953639,1
4622,APPH40786611701,1
4623,APPI10346293838,1
4624,APPK40540969005,0
4625,APPM50804676206,1
4626,APPN30000808309,0
4627,APPO60188402422,0
4628,APPQ10136151616,0
4629,APPR60571942719,1
4630,APPS10028368828,0
4631,APPU90023804001,1
4632,APPV80794469139,0
4633,APPW60864558214,0
4634,APPA20288472642,0
4635,APPB50465045724,1
4636,APPC70751904823,0
4637,APPD80931645936,1
4638,APPE90512327012,0
4639,APPF80208456136,0
4640,APPG70893885238,1
4641,APPH10804667344,0
4642,APPJ20795621536,1
4643,APPK90063566645,1
4644,APPL40088792736,1
4645,APPM10824124805,0
4646,APPN10026057914,0
4647,APPO30416071005,0
4648,APPP30849074143,0
4649,APPT30762354521,0
4650,APPU60733722631,1
4651,APPV80195373733,0
4652,APPW70097875837,0
4653,APPX70826058949,1
4654,APPY60691191025,1
4655,APPZ30338946144,0
4656,APPA50546477245,1
4657,APPC60626482421,0
4658,APPD60100412505,1
4659,APPE60364125622,1
4660,APPF10389152745,0
4661,APPG10198632848,0
4662,APPH30468481927,1
4663,APPI50288483009,1
4664,APPJ50992723113,1
4665,APPL20766727342,1
4666,APPM80850661446,0
4667,APPN20165018532,1
4668,APPO90497951619,0
4669,APPP40216117732,0
4670,APPQ80174086847,0
4671,APPR20799489901,1
4672,APPS80619903033,0
4673,APPT70308654104,1
4674,APPU80334083223,0
4675,APPV30043569317,0
4676,APPW20504927405,0
4677,APPY70501375611,0
4678,APPZ30719332723,1
4679,APPA70728954808,1
4680,APPC20397211025,0
4681,APPD20809322104,1
4682,APPE90295656241,0
4683,APPH90609168534,1
4684,APPI10558759636,1
4685,APPJ30856041743,1
4686,APPK40604773807,1
4687,APPL40566858935,1
4688,APPM60702278043,1
4689,APPO80761817245,1
4690,APPQ50060789401,0
4691,APPR10088251526,0
4692,APPS70278969621,1
4693,APPU30329973836,1
4694,APPV70912176939,0
4695,APPW30759278042,1
4696,APPY40088346207,1
4697,APPZ30895864347,1
4698,APPA40376169449,0
4699,APPB80341123543,0
4700,APPC30201855647,1
4701,APPD90525664724,1
4702,APPE90930963827,0
4703,APPF90125355938,1
4704,APPG80696982034,1
4705,APPH70221965125,0
4706,APPI40738205223,0
4707,APPJ80055539338,0
4708,APPL90926183518,1
4709,APPM50951454638,1
4710,APPO80292981828,0
4711,APPP20288403933,1
4712,APPR10703548142,1
4713,APPS60795521237,1
4714,APPU10196804418,1
4715,APPV80981602517,0
4716,APPW70126958644,0
4717,APPX40322927749,1
4718,APPY50915934821,1
4719,APPZ10607623908,1
4720,APPA80728352041,0
4721,APPB50254932118,0
4722,APPC60780516249,0
4723,APPD10482839313,1
4724,APPG90426043615,0
4725,APPI90777272834,1
4726,APPJ30333348914,1
4727,APPK40954187011,1
4728,APPL70936456114,1
4729,APPN50464832326,0
4730,APPO30220655432,1
4731,APPP30055046542,1
4732,APPQ80343977622,0
4733,APPS80879715844,1
4734,APPT60226789933,0
4735,APPU40060881043,1
4736,APPV60471053114,0
4737,APPW10827812231,0
4738,APPX30994262341,0
4739,APPY30702107439,0
4740,APPZ90895962536,1
4741,APPB90123355748,0
4742,APPD80322585937,1
4743,APPE80346896003,0
4744,APPG30933142236,1
4745,APPI60981221402,0
4746,APPJ40650757519,0
4747,APPK50357871601,0
4748,APPM80887623811,1
4749,APPN10683037928,0
4750,APPO30436784036,1
4751,APPP10593268133,0
4752,APPQ60575479218,1
4753,APPR10108887341,1
4754,APPS50948249419,1
4755,APPT30806046527,0
4756,APPU70041098625,0
4757,APPV60784497704,1
4758,APPW90376718807,0
4759,APPX40168164934,0
4760,APPY20412355032,0
4761,APPZ40453869114,0
4762,APPA90035624237,1
4763,APPB80662804309,0
4764,APPC50660484431,1
4765,APPE30257839644,1
4766,APPF30254626723,1
4767,APPG90031111826,0
4768,APPH70584294941,0
4769,APPI80023122019,1
4770,APPJ20928372131,0
4771,APPK90015415207,0
4772,APPL40101766337,1
4773,APPM70538478447,0
4774,APPN50025888533,1
4775,APPP10080527714,0
4776,APPQ90648247841,1
4777,APPR50770955931,0
4778,APPS30670983013,1
4779,APPV30191206348,1
4780,APPW10495151438,0
4781,APPY70891489627,0
4782,APPZ70213949707,1
4783,APPA50929494817,0
4784,APPB50556201905,0
4785,APPC80468338044,1
4786,APPD20142745105,0
4787,APPF10365922317,1
4788,APPG20124476429,1
4789,APPI10259942606,1
4790,APPJ30847975738,1
4791,APPK20374414827,0
4792,APPO50133522212,1
4793,APPP30845753341,0
4794,APPQ70939354424,0
4795,APPS20451629643,1
4796,APPU90912064833,0
4797,APPV30822378918,0
4798,APPW10545616019,0
4799,APPX30643792138,0
4800,APPY80050019226,1
4801,APPZ10112879332,1
4802,APPA70483934421,0
4803,APPB40264319523,1
4804,APPD60739952721,0
4805,APPF50279001928,1
4806,APPG70647377038,0
4807,APPH60701626144,0
4808,APPI60421081229,1
4809,APPL90737654512,1
4810,APPN20197681729,1
4811,APPO70544963818,1
4812,APPP30372637949,0
4813,APPQ60311773022,1
4814,APPR70269261112,0
4815,APPS10152888207,0
4816,APPT50839835312,0
4817,APPU30092079425,0
4818,APPV50605233511,1
4819,APPW70046414606,0
4820,APPY10785313841,1
4821,APPZ30526505939,1
4822,APPA50087341022,0
4823,APPB30823397125,0
4824,APPC50211563245,1
4825,APPD30596174317,1
4826,APPE60294675421,1
4827,APPF90215598519,1
4828,APPG40224314617,1
4829,APPH20956108743,0
4830,APPJ20403653905,1
4831,APPL60849927132,0
4832,APPM20099853242,1
4833,APPN60305997317,1
4834,APPO60772345431,1
4835,APPQ60874449649,0
4836,APPR20048666721,1
4837,APPS70373899837,0
4838,APPT80178353915,0
4839,APPU60398524044,0
4840,APPV50489633104,1
4841,APPW60682516221,0
4842,APPX40875841334,1
4843,APPY90912535446,1
4844,APPZ70729495537,0
4845,APPA10592579641,0
4846,APPB10892032709,0
4847,APPD30698745936,1
4848,APPE40560935008,1
4849,APPF80464759109,0
4850,APPG10245078232,0
4851,APPH30119705301,1
4852,APPI50312665436,0
4853,APPJ10870137522,0
4854,APPK30919513635,0
4855,APPL30918539708,0
4856,APPM50504923818,0
4857,APPN20794707921,1
4858,APPO40191684001,0
4859,APPP30409654111,0
4860,APPQ40447104235,0
